heavy_atom_idx,degree,hybridization,in_ring,is_aromatic,formal_charge,partial_charge,num_H_neighbors,num_heavy_neighbors,neighbor_atomic_nums,neighbor_C_count,neighbor_O_count,neighbor_N_count,neighbor_S_count,neighbor_Halogen_count,dist_to_O,dist_to_N,dist_to_aromatic,in_symmetric_env,ppm,nb_atoms,multiplicity,couplings
0,4,SP3,0,0,0,0.06791125678332201,3,1,7,0,0,1,0,0,6,1,-1,18,53.5,3,s,[]
2,4,SP3,0,0,0,0.06791125678332201,3,1,7,0,0,1,0,0,6,1,-1,18,53.5,3,s,[]
3,4,SP3,0,0,0,0.06791125678332201,3,1,7,0,0,1,0,0,6,1,-1,18,53.5,3,s,[]
4,4,SP3,0,0,0,0.0970746126906031,2,2,"7,6",1,0,1,0,0,4,1,-1,21,63.585,1,s,[]
5,3,SP2,0,0,0,-0.02849544963582485,1,2,"6,6",2,0,0,0,0,3,2,-1,17,131.14999999999998,1,s,[]
6,3,SP2,0,0,0,-0.037857068560956234,1,2,"6,6",2,0,0,0,0,2,3,-1,16,121.9,1,s,[]
7,3,SP2,0,0,0,0.06413249120227134,0,3,"6,8,8",1,2,0,0,0,1,4,-1,15,177.01,1,s,[]
1,3,SP2,0,0,0,0.16928862773637005,0,3,"7,7,6",1,0,2,0,0,4,1,1,16,150.5,1,s,[]
4,3,SP2,1,1,0,0.31632649289866593,0,3,"7,7,8",0,1,2,0,0,1,1,1,17,173.53,1,s,[]
6,3,SP2,1,1,0,0.11827263514262357,0,3,"7,6,6",2,0,1,0,0,2,1,1,27,142.6,1,s,[]
7,3,SP2,1,1,0,0.1569323758025901,0,3,"6,6,8",2,1,0,0,0,1,2,1,28,150.2,1,s,[]
8,3,SP2,1,1,0,-0.01006964583311364,1,2,"6,6",2,0,0,0,0,2,3,1,26,111.0,1,s,[]
9,3,SP2,1,1,0,0.019747012804833958,1,2,"6,6",2,0,0,0,0,3,2,1,23,121.1,1,s,[]
10,3,SP2,1,1,0,0.2713684136920177,0,3,"6,7,6",2,0,1,0,0,2,1,1,24,144.8,1,s,[]
14,3,SP2,1,1,0,0.04564957570174223,1,2,"6,6",2,0,0,0,0,3,2,1,25,111.35,1,s,[]
16,3,SP2,1,1,0,0.10680123743457305,0,3,"6,6,7",2,0,1,0,0,5,1,1,19,148.4,1,s,[]
17,3,SP2,1,1,0,-0.03251484104074903,1,2,"6,6",2,0,0,0,0,6,2,1,21,122.3,1,s,[]
18,3,SP2,1,1,0,-0.05845291026496415,1,2,"6,6",2,0,0,0,0,7,3,1,22,136.8,1,s,[]
19,3,SP2,1,1,0,-0.04376631037420082,1,2,"6,6",2,0,0,0,0,8,2,1,20,124.68,1,s,[]
20,3,SP2,1,1,0,0.027626332558748357,1,2,"6,7",1,0,1,0,0,7,1,1,18,148.7,1,s,[]
0,4,SP3,0,0,0,-0.018230351683620992,3,1,6,1,0,0,0,0,5,2,1,44,11.649999999999999,1,s,[]
1,3,SP2,1,1,0,0.08316735068334666,0,3,"6,7,6",2,0,1,0,0,4,1,1,32,149.8,1,s,[]
4,4,SP3,0,0,0,0.030060459207240695,3,1,7,0,0,1,0,0,6,1,1,46,36.9,1,s,[]
5,3,SP2,1,1,0,0.05881931301912296,0,3,"7,6,6",2,0,1,0,0,4,1,1,40,136.3,1,s,[]
6,4,SP3,0,0,0,-0.020424921110863414,3,1,6,1,0,0,0,0,5,2,1,45,11.2,1,s,[]
7,3,SP2,1,1,0,0.08521993464246683,0,3,"6,7,6",2,0,1,0,0,3,1,1,39,136.5,1,s,[]
9,3,SP2,0,0,0,0.26203889944967224,0,3,"7,8,6",1,1,1,0,0,1,1,2,31,169.1,1,s,[]
11,4,SP3,0,0,0,0.17029664904988479,2,2,"6,8",1,1,0,0,0,1,2,3,43,65.2,1,s,[]
13,3,SP2,0,0,0,0.33813457163423893,0,3,"8,8,6",1,2,0,0,0,1,4,1,30,165.93,1,s,[]
15,3,SP2,1,1,0,0.05988946104526889,0,3,"6,6,6",3,0,0,0,0,2,5,1,38,122.9,1,s,[]
16,3,SP2,1,1,0,-0.04400566211163032,1,2,"6,6",2,0,0,0,0,3,6,1,35,131.5,2,s,[]
17,3,SP2,1,1,0,-0.019108653486038532,1,2,"6,6",2,0,0,0,0,2,7,1,33,114.57,2,s,[]
18,3,SP2,1,1,0,0.11885227460760094,0,3,"6,8,6",2,1,0,0,0,1,8,1,37,157.27,1,s,[]
20,4,SP3,0,0,0,0.09047031892440502,2,2,"8,6",1,1,0,0,0,1,10,2,49,75.3,1,s,[]
21,4,SP3,0,0,0,-0.012717761714153732,1,3,"6,6,6",3,0,0,0,0,2,11,3,50,28.4,1,s,[]
22,4,SP3,0,0,0,-0.05952213167017621,3,1,6,1,0,0,0,0,3,12,4,47,19.3,2,s,[]
23,4,SP3,0,0,0,-0.05952213167017621,3,1,6,1,0,0,0,0,3,12,4,47,19.3,2,s,[]
24,3,SP2,1,1,0,-0.019108653486038532,1,2,"6,6",2,0,0,0,0,2,7,1,33,114.57,2,s,[]
25,3,SP2,1,1,0,-0.04400566211163032,1,2,"6,6",2,0,0,0,0,3,6,1,35,131.5,2,s,[]
0,4,SP3,0,0,0,-0.061294117586662235,3,1,6,1,0,0,0,0,8,6,2,46,15.260000000000002,1,s,[]
1,4,SP3,0,0,0,-0.03074151432839516,2,2,"6,6",2,0,0,0,0,7,5,1,47,28.565,1,s,[]
2,3,SP2,1,1,0,-0.04814256302305459,0,3,"6,6,6",3,0,0,0,0,6,4,1,36,144.6,1,s,[]
3,3,SP2,1,1,0,-0.05698828500034996,1,2,"6,6",2,0,0,0,0,5,3,1,31,129.4,2,s,[]
4,3,SP2,1,1,0,-0.038260426764998856,1,2,"6,6",2,0,0,0,0,4,2,1,29,120.5,2,s,[]
5,3,SP2,1,1,0,0.04080964790487959,0,3,"6,7,6",2,0,1,0,0,3,1,1,35,137.7,1,s,[]
7,3,SP2,0,0,0,0.2619410375344379,0,3,"7,8,6",1,1,1,0,0,1,1,2,27,169.1,1,s,[]
9,4,SP3,0,0,0,0.17041530906750596,2,2,"6,8",1,1,0,0,0,1,2,3,44,65.2,1,s,[]
11,3,SP2,0,0,0,0.37467114015022684,0,3,"8,8,6",1,2,0,0,0,1,4,1,26,159.60000000000002,1,s,[]
13,3,SP2,1,1,0,0.21793527710238111,0,3,"6,6,8",2,1,0,0,0,1,5,1,28,141.7,1,s,[]
14,3,SP2,1,1,0,0.03896333614383119,0,3,"6,6,6",3,0,0,0,0,2,6,1,39,112.6,1,s,[]
15,4,SP3,0,0,0,0.07593503729848176,2,2,"6,8",1,1,0,0,0,1,7,1,45,60.59,1,s,[]
17,4,SP3,0,0,0,0.03592063905613407,3,1,8,0,1,0,0,0,1,9,3,43,58.31,1,s,[]
18,3,SP2,1,1,0,0.026715273731721285,0,3,"6,6,6",3,0,0,0,0,2,7,1,41,128.0,1,s,[]
19,3,SP2,1,1,0,-0.05072649805909823,1,2,"6,6",2,0,0,0,0,3,8,1,38,121.6,1,s,[]
20,3,SP2,1,1,0,-0.06138700026221754,1,2,"6,6",2,0,0,0,0,4,9,1,34,123.6,1,s,[]
21,3,SP2,1,1,0,-0.05851758656403925,1,2,"6,6",2,0,0,0,0,3,9,1,33,126.8,1,s,[]
22,3,SP2,1,1,0,-0.01865766309527539,1,2,"6,6",2,0,0,0,0,2,8,1,37,112.3,1,s,[]
23,3,SP2,1,1,0,0.13507465215831668,0,3,"6,8,6",2,1,0,0,0,1,7,1,40,154.4,1,s,[]
25,3,SP2,1,1,0,-0.038260426764998856,1,2,"6,6",2,0,0,0,0,4,2,1,29,120.5,2,s,[]
26,3,SP2,1,1,0,-0.05698828500034996,1,2,"6,6",2,0,0,0,0,5,3,1,31,129.4,2,s,[]
0,4,SP3,0,0,0,0.07751362012550876,3,1,8,0,1,0,0,0,1,10,2,35,55.6,1,s,[]
2,3,SP2,1,1,0,0.1257937545839554,0,3,"8,6,6",2,1,0,0,0,1,8,1,30,166.0,1,s,[]
3,3,SP2,1,1,0,0.02300074673099242,1,2,"6,6",2,0,0,0,0,2,7,1,28,96.3,1,s,[]
4,3,SP2,1,1,0,0.1333426005563038,0,3,"6,8,6",2,1,0,0,0,1,6,1,31,166.1,1,s,[]
6,3,SP2,1,1,0,0.10152968686807141,0,3,"6,6,6",3,0,0,0,0,2,5,1,33,106.0,1,s,[]
7,3,SP2,0,0,0,0.1699022746765834,0,3,"6,8,6",2,1,0,0,0,1,4,1,27,206.3,1,s,[]
9,4,SP3,0,0,0,0.012327836656982064,2,2,"6,6",2,0,0,0,0,2,3,2,37,38.435,1,s,[]
10,4,SP3,0,0,0,-0.03312536810073676,2,2,"6,6",2,0,0,0,0,3,2,3,41,27.1,1,s,[]
11,4,SP3,0,0,0,-0.0014382617506389923,2,2,"6,7",1,0,1,0,0,4,1,4,38,58.6,1,s,[]
13,4,SP3,1,0,0,-0.0018261531158615533,2,2,"7,6",1,0,1,0,0,6,1,6,39,54.1,2,s,[]
14,4,SP3,1,0,0,-0.039199632807709314,2,2,"6,6",2,0,0,0,0,7,2,7,42,23.5,2,s,[]
15,4,SP3,1,0,0,-0.039199632807709314,2,2,"6,6",2,0,0,0,0,7,2,7,42,23.5,2,s,[]
16,4,SP3,1,0,0,-0.0018261531158615533,2,2,"6,7",1,0,1,0,0,6,1,6,39,54.1,2,s,[]
17,3,SP2,1,1,0,0.1366152103365152,0,3,"6,8,6",2,1,0,0,0,1,6,1,32,162.5,1,s,[]
19,4,SP3,0,0,0,0.07755034354896545,3,1,8,0,1,0,0,0,1,8,2,36,56.12,1,s,[]
20,3,SP2,1,1,0,0.023245155796001546,1,2,"6,6",2,0,0,0,0,2,7,1,29,91.1,1,s,[]
1,3,SP2,0,0,0,0.2257426407758838,0,3,"8,6,7",1,1,1,0,0,1,1,3,37,173.5,1,s,[]
2,4,SP3,1,0,0,0.042485996538531516,1,3,"6,6,6",3,0,0,0,0,2,2,2,60,43.42,1,s,[]
3,4,SP3,1,0,0,-0.03720590119181941,2,2,"6,6",2,0,0,0,0,3,3,2,53,25.35,1,s,[]
4,4,SP3,1,0,0,-0.02684162357822954,2,2,"6,6",2,0,0,0,0,4,4,1,50,28.5,1,s,[]
5,3,SP2,1,1,0,-0.04475891774476889,0,3,"6,6,6",3,0,0,0,0,5,5,1,44,135.8,1,s,[]
6,3,SP2,1,1,0,-0.05876927307360279,1,2,"6,6",2,0,0,0,0,6,6,1,42,128.9,1,s,[]
7,3,SP2,1,1,0,-0.06197439366406209,1,2,"6,6",2,0,0,0,0,7,7,1,40,126.25,1,s,[]
8,3,SP2,1,1,0,-0.06197401036319276,1,2,"6,6",2,0,0,0,0,6,6,1,41,126.1,1,s,[]
9,3,SP2,1,1,0,-0.0587447183023184,1,2,"6,6",2,0,0,0,0,5,5,1,43,129.1,1,s,[]
10,3,SP2,1,1,0,-0.044019067030265445,0,3,"6,6,6",3,0,0,0,0,4,4,1,45,134.7,1,s,[]
11,4,SP3,1,0,0,-0.015927012963611962,2,2,"6,6",2,0,0,0,0,3,3,1,52,31.4,1,s,[]
13,4,SP3,0,0,0,0.0697344740660161,2,2,"7,6",1,0,1,0,0,3,1,5,51,52.84,1,s,[]
14,4,SP3,0,0,0,0.09508745662320167,2,2,"6,7",1,0,1,0,0,4,1,6,59,51.4,1,s,[]
16,4,SP3,1,0,0,0.10094571653760834,2,2,"7,6",1,0,1,0,0,2,1,8,57,55.150000000000006,2,s,[]
17,4,SP3,1,0,0,0.09594873946898881,2,2,"6,8",1,1,0,0,0,1,2,9,47,66.2,2,s,[]
19,4,SP3,1,0,0,0.09594873946898881,2,2,"8,6",1,1,0,0,0,1,2,9,47,66.2,2,s,[]
20,4,SP3,1,0,0,0.10094571653760834,2,2,"6,7",1,0,1,0,0,2,1,8,57,55.150000000000006,2,s,[]
21,4,SP3,0,0,0,0.023856591356799486,2,2,"7,6",1,0,1,0,0,3,1,5,55,52.7,1,s,[]
22,4,SP3,1,0,0,-0.019896128810974262,1,3,"6,6,6",3,0,0,0,0,4,2,6,61,36.61,1,s,[]
23,4,SP3,1,0,0,-0.030521489134012324,2,2,"6,6",2,0,0,0,0,5,3,7,54,31.799999999999997,1,s,[]
24,3,SP2,1,0,0,-0.08819610830471476,1,2,"6,6",2,0,0,0,0,6,4,8,39,126.7,1,s,[]
25,3,SP2,1,0,0,-0.08851609800942592,1,2,"6,6",2,0,0,0,0,7,5,9,38,127.2,1,s,[]
26,4,SP3,1,0,0,-0.03473261541166579,2,2,"6,6",2,0,0,0,0,6,4,8,49,25.3,1,s,[]
27,4,SP3,1,0,0,-0.04498105852279373,2,2,"6,6",2,0,0,0,0,5,3,7,56,32.18,1,s,[]
0,4,SP3,0,0,0,-0.016321841093539225,3,1,7,0,0,1,0,0,4,1,4,23,35.754999999999995,1,s,[]
2,4,SP3,0,0,0,0.025187097387410602,2,2,"7,6",1,0,1,0,0,2,1,2,25,59.605000000000004,1,s,[]
3,4,SP3,0,0,0,0.09151425808029089,1,3,"6,8,6",2,1,0,0,0,1,2,1,24,70.69,1,s,[]
5,3,SP2,1,1,0,-0.014368073786161789,0,3,"6,6,6",3,0,0,0,0,2,3,1,21,135.33,1,s,[]
6,3,SP2,1,1,0,-0.01047949063029939,1,2,"6,6",2,0,0,0,0,2,4,1,18,113.405,1,s,[]
7,3,SP2,1,1,0,0.15726145596040403,0,3,"6,8,6",2,1,0,0,0,1,5,1,20,144.81,1,s,[]
9,3,SP2,1,1,0,0.1569074867437741,0,3,"6,8,6",2,1,0,0,0,1,6,1,19,147.9,1,s,[]
11,3,SP2,1,1,0,-0.01596874017828513,1,2,"6,6",2,0,0,0,0,2,5,1,16,114.995,1,s,[]
12,3,SP2,1,1,0,-0.05244099996427999,1,2,"6,6",2,0,0,0,0,3,4,1,17,116.62,1,s,[]
1,4,SP3,0,0,0,0.05209635496471474,2,2,"7,6",1,0,1,0,0,2,1,-1,15,42.8,1,s,[]
2,3,SP2,0,0,0,0.14647939873448565,0,3,"6,8,6",2,1,0,0,0,1,2,-1,13,207.14999999999998,1,s,[]
4,4,SP3,0,0,0,0.01790116005289505,2,2,"6,6",2,0,0,0,0,2,3,-1,17,40.0,1,s,[]
5,4,SP3,0,0,0,0.052260703389219475,2,2,"6,6",2,0,0,0,0,2,4,-1,16,28.4,1,s,[]
6,3,SP2,0,0,0,0.3032898653148625,0,3,"6,8,8",1,2,0,0,0,1,5,-1,12,177.2,1,s,[]
1,3,SP2,0,0,0,0.2257426407758838,0,3,"8,6,7",1,1,1,0,0,1,1,3,37,173.5,1,s,[]
2,4,SP3,1,0,0,0.042485996538531516,1,3,"6,6,6",3,0,0,0,0,2,2,2,60,43.42,1,s,[]
3,4,SP3,1,0,0,-0.03720590119181941,2,2,"6,6",2,0,0,0,0,3,3,2,53,25.35,1,s,[]
4,4,SP3,1,0,0,-0.02684162357822954,2,2,"6,6",2,0,0,0,0,4,4,1,50,28.5,1,s,[]
5,3,SP2,1,1,0,-0.04475891774476889,0,3,"6,6,6",3,0,0,0,0,5,5,1,44,135.8,1,s,[]
6,3,SP2,1,1,0,-0.05876927307360279,1,2,"6,6",2,0,0,0,0,6,6,1,42,128.9,1,s,[]
7,3,SP2,1,1,0,-0.06197439366406209,1,2,"6,6",2,0,0,0,0,7,7,1,40,126.25,1,s,[]
8,3,SP2,1,1,0,-0.06197401036319276,1,2,"6,6",2,0,0,0,0,6,6,1,41,126.1,1,s,[]
9,3,SP2,1,1,0,-0.0587447183023184,1,2,"6,6",2,0,0,0,0,5,5,1,43,129.1,1,s,[]
10,3,SP2,1,1,0,-0.044019067030265445,0,3,"6,6,6",3,0,0,0,0,4,4,1,45,134.7,1,s,[]
11,4,SP3,1,0,0,-0.015927012963611962,2,2,"6,6",2,0,0,0,0,3,3,1,52,31.4,1,s,[]
13,4,SP3,0,0,0,0.0697344740660161,2,2,"7,6",1,0,1,0,0,3,1,5,51,52.84,1,s,[]
14,4,SP3,0,0,0,0.09508745662320167,2,2,"6,7",1,0,1,0,0,4,1,6,59,51.4,1,s,[]
16,4,SP3,1,0,0,0.10094571653760834,2,2,"7,6",1,0,1,0,0,2,1,8,57,55.150000000000006,2,s,[]
17,4,SP3,1,0,0,0.09594873946898881,2,2,"6,8",1,1,0,0,0,1,2,9,47,66.2,2,s,[]
19,4,SP3,1,0,0,0.09594873946898881,2,2,"8,6",1,1,0,0,0,1,2,9,47,66.2,2,s,[]
20,4,SP3,1,0,0,0.10094571653760834,2,2,"6,7",1,0,1,0,0,2,1,8,57,55.150000000000006,2,s,[]
21,4,SP3,0,0,0,0.023856591356799486,2,2,"7,6",1,0,1,0,0,3,1,5,55,52.7,1,s,[]
22,4,SP3,1,0,0,-0.019896128810974262,1,3,"6,6,6",3,0,0,0,0,4,2,6,61,36.61,1,s,[]
23,4,SP3,1,0,0,-0.030521489134012324,2,2,"6,6",2,0,0,0,0,5,3,7,54,31.799999999999997,1,s,[]
24,3,SP2,1,0,0,-0.08819610830471476,1,2,"6,6",2,0,0,0,0,6,4,8,39,126.7,1,s,[]
25,3,SP2,1,0,0,-0.08851609800942592,1,2,"6,6",2,0,0,0,0,7,5,9,38,127.2,1,s,[]
26,4,SP3,1,0,0,-0.03473261541166579,2,2,"6,6",2,0,0,0,0,6,4,8,49,25.3,1,s,[]
27,4,SP3,1,0,0,-0.04498105852279373,2,2,"6,6",2,0,0,0,0,5,3,7,56,32.18,1,s,[]
0,4,SP3,0,0,0,0.03592063905613407,3,1,8,0,1,0,0,0,1,9,3,43,58.31,1,s,[]
2,4,SP3,0,0,0,0.0759350372984667,2,2,"8,6",1,1,0,0,0,1,7,1,45,60.59,1,s,[]
3,3,SP2,1,1,0,0.03896333613598391,0,3,"6,6,6",3,0,0,0,0,2,6,1,39,112.6,1,s,[]
4,3,SP2,1,1,0,0.21793527517724437,0,3,"6,6,8",2,1,0,0,0,1,5,1,34,141.7,1,s,[]
5,3,SP2,0,0,0,0.3746709230380378,0,3,"6,8,8",1,2,0,0,0,1,4,1,32,159.60000000000002,1,s,[]
8,4,SP3,0,0,0,0.17005935733484986,2,2,"8,6",1,1,0,0,0,1,2,3,44,65.2,1,s,[]
9,3,SP2,0,0,0,0.25779933555316736,0,3,"6,8,7",1,1,1,0,0,1,1,4,33,169.1,1,s,[]
12,4,SP3,1,0,0,0.03170060623392419,1,3,"7,6,6",2,0,1,0,0,3,1,6,53,56.2,1,s,[]
13,4,SP3,1,0,0,-0.0325004833745855,2,2,"6,6",2,0,0,0,0,4,2,7,50,31.1,1,s,[]
14,4,SP3,1,0,0,-0.05107965016581445,2,2,"6,6",2,0,0,0,0,5,3,8,46,21.85,1,s,[]
15,4,SP3,1,0,0,-0.050304384904126115,2,2,"6,6",2,0,0,0,0,6,4,9,48,32.9,1,s,[]
16,4,SP3,1,0,0,-0.039744704287054684,1,3,"6,6,6",3,0,0,0,0,5,3,8,51,39.27,1,s,[]
17,4,SP3,0,0,0,-0.062178237230221506,3,1,6,1,0,0,0,0,6,4,9,47,21.13,1,s,[]
18,4,SP3,1,0,0,-0.021277424603276668,1,3,"6,6,6",3,0,0,0,0,4,2,7,52,36.650000000000006,1,s,[]
19,4,SP3,0,0,0,-0.06029341395042307,3,1,6,1,0,0,0,0,5,3,8,49,14.8,1,s,[]
21,3,SP2,1,1,0,0.13507465215829592,0,3,"8,6,6",2,1,0,0,0,1,7,1,40,154.4,1,s,[]
22,3,SP2,1,1,0,-0.018657663095275414,1,2,"6,6",2,0,0,0,0,2,8,1,37,112.3,1,s,[]
23,3,SP2,1,1,0,-0.05851758656403925,1,2,"6,6",2,0,0,0,0,3,9,1,35,126.8,1,s,[]
24,3,SP2,1,1,0,-0.06138700026221754,1,2,"6,6",2,0,0,0,0,4,9,1,36,123.6,1,s,[]
25,3,SP2,1,1,0,-0.050726498059098235,1,2,"6,6",2,0,0,0,0,3,8,1,38,121.6,1,s,[]
26,3,SP2,1,1,0,0.026715273731706644,0,3,"6,6,6",3,0,0,0,0,2,7,1,41,128.0,1,s,[]
1,3,SP2,0,0,0,0.25724584888229696,0,3,"8,7,6",1,1,1,0,0,1,1,1,27,166.0,1,s,[]
3,3,SP2,1,1,0,0.2120607898035148,0,3,"7,7,16",0,0,2,1,0,3,1,1,28,160.85,1,s,[]
6,3,SP2,1,1,0,0.12186977646223263,0,3,"7,6,16",1,0,1,1,0,5,1,1,29,169.9,1,s,[]
7,4,SP3,1,0,0,0.012948232320033863,1,3,"6,6,6",3,0,0,0,0,6,2,1,47,5.5,1,s,[]
8,4,SP3,1,0,0,-0.043297355545327196,2,2,"6,6",2,0,0,0,0,7,3,2,45,7.4,2,s,[]
9,4,SP3,1,0,0,-0.043297355545327196,2,2,"6,6",2,0,0,0,0,7,3,2,45,7.4,2,s,[]
11,3,SP2,1,1,0,0.046719990272607946,0,3,"6,6,6",3,0,0,0,0,2,2,1,33,136.9,1,s,[]
12,3,SP2,1,1,0,0.030924234088003,1,2,"6,6",2,0,0,0,0,3,2,1,32,126.81,1,s,[]
13,3,SP2,1,1,0,0.29282211840268346,0,3,"6,7,6",2,0,1,0,0,2,1,1,35,143.3,1,s,[]
17,3,SP2,1,1,0,0.11564637255228692,0,3,"6,7,6",2,0,1,0,0,3,1,1,34,141.2,1,s,[]
19,4,SP3,1,0,0,0.017985181857105365,2,2,"7,6",1,0,1,0,0,5,1,2,39,51.2,2,s,[]
20,4,SP3,1,0,0,-0.03553851833186482,2,2,"6,6",2,0,0,0,0,6,2,3,41,28.0,2,s,[]
21,4,SP3,1,0,0,-0.05155806931185728,2,2,"6,6",2,0,0,0,0,7,3,4,43,27.5,2,s,[]
22,4,SP3,1,0,0,-0.05155806931185728,2,2,"6,6",2,0,0,0,0,7,3,4,43,27.5,2,s,[]
23,4,SP3,1,0,0,-0.03553851833186482,2,2,"6,6",2,0,0,0,0,6,2,3,41,28.0,2,s,[]
24,4,SP3,1,0,0,0.017985181857105365,2,2,"6,7",1,0,1,0,0,5,1,2,39,51.2,2,s,[]
25,3,SP2,1,1,0,-0.030863542535867323,1,2,"6,6",2,0,0,0,0,4,2,1,31,123.0,1,s,[]
26,3,SP2,1,1,0,-0.04687162106052741,1,2,"6,6",2,0,0,0,0,3,3,1,30,130.4,1,s,[]
0,4,SP3,0,0,0,-0.03937332608800222,3,1,6,1,0,0,0,0,4,7,1,40,18.799999999999997,1,s,[]
1,3,SP2,1,1,0,-0.0444552958969646,0,3,"6,6,6",3,0,0,0,0,3,6,1,24,142.2,1,s,[]
2,3,SP2,1,1,0,-0.015329709076416806,1,2,"6,6",2,0,0,0,0,2,5,1,28,113.2,1,s,[]
3,3,SP2,1,1,0,0.13855715634917926,0,3,"6,6,8",2,1,0,0,0,1,4,1,36,155.0,1,s,[]
4,3,SP2,1,1,0,0.022861899752038332,0,3,"6,6,6",3,0,0,0,0,2,3,1,37,126.5,1,s,[]
5,3,SP2,1,1,0,-0.047678812716209995,1,2,"6,6",2,0,0,0,0,3,4,1,29,128.1,1,s,[]
6,3,SP2,1,1,0,-0.04732493122316671,0,3,"6,6,6",3,0,0,0,0,4,5,1,25,131.5,1,s,[]
7,4,SP3,0,0,0,-0.03948504502046353,3,1,6,1,0,0,0,0,5,6,1,41,19.8,1,s,[]
8,3,SP2,1,1,0,-0.009866433457406688,0,3,"6,6,6",3,0,0,0,0,3,2,1,30,151.9,1,s,[]
9,4,SP3,0,0,0,0.05332493915813108,2,2,"6,7",1,0,1,0,0,3,1,1,43,53.1,1,s,[]
11,3,SP2,1,1,0,0.10886734490280221,0,3,"7,6,7",1,0,2,0,0,3,1,1,32,161.8,1,s,[]
12,4,SP3,0,0,0,-0.005915191357180107,3,1,6,1,0,0,0,0,4,2,1,42,23.2,1,s,[]
14,3,SP2,1,1,0,0.07782412829630815,0,3,"7,6,6",2,0,1,0,0,3,1,1,35,141.0,1,s,[]
15,3,SP2,1,1,0,-0.03552666492178356,1,2,"6,6",2,0,0,0,0,4,2,1,27,116.6,1,s,[]
16,3,SP2,1,1,0,-0.060070813377537224,1,2,"6,6",2,0,0,0,0,5,3,1,22,134.89999999999998,1,s,[]
17,3,SP2,1,1,0,-0.06131697480423392,1,2,"6,6",2,0,0,0,0,4,4,1,23,126.75,1,s,[]
18,3,SP2,1,1,0,-0.047238498998234194,1,2,"6,6",2,0,0,0,0,3,3,1,31,126.6,1,s,[]
19,3,SP2,1,1,0,0.06568492401862264,0,3,"6,6,6",3,0,0,0,0,2,2,1,38,120.25,1,s,[]
20,3,SP2,1,1,0,0.26118640829511913,0,3,"6,8,7",1,1,1,0,0,1,1,1,34,161.2,1,s,[]
22,3,SP2,1,1,0,0.029437700326835334,1,2,"6,6",2,0,0,0,0,2,3,1,26,111.30000000000001,1,s,[]
23,3,SP2,1,1,0,0.3360401302849782,0,3,"6,8,8",1,2,0,0,0,1,4,1,33,159.9,1,s,[]
0,4,SP3,0,0,0,-0.06529831594510434,3,1,6,1,0,0,0,0,4,-1,-1,11,15.2,1,s,[]
1,4,SP3,0,0,0,-0.05398914787513489,2,2,"6,6",2,0,0,0,0,3,-1,-1,13,20.3,1,s,[]
2,4,SP3,0,0,0,-0.030139803285005946,2,2,"6,6",2,0,0,0,0,2,-1,-1,14,36.0,1,s,[]
3,4,SP3,0,0,0,0.043042283485206966,2,2,"6,8",1,1,0,0,0,1,-1,-1,12,62.9,1,s,[]
1,3,SP2,1,1,0,0.031619532418587476,0,3,"7,6,6",2,0,1,0,0,4,1,1,36,143.485,1,s,[]
2,3,SP2,1,1,0,-0.035469150399879884,1,2,"6,6",2,0,0,0,0,3,2,1,27,115.3,2,s,[]
3,3,SP2,1,1,0,-0.01726654543322232,1,2,"6,6",2,0,0,0,0,2,3,1,21,121.25,2,s,[]
4,3,SP2,1,1,0,0.12708028748239453,0,3,"6,8,6",2,1,0,0,0,1,4,1,31,155.9,1,s,[]
6,3,SP2,1,1,0,0.12777790533039482,0,3,"8,6,6",2,1,0,0,0,1,4,1,32,162.29,1,s,[]
7,3,SP2,1,1,0,-0.0056767043915813,1,2,"6,6",2,0,0,0,0,2,3,1,26,108.8,1,s,[]
8,3,SP2,1,1,0,0.056849139725390414,0,3,"6,6,6",3,0,0,0,0,2,2,1,35,133.325,1,s,[]
9,3,SP2,1,1,0,0.05342361206770808,0,3,"6,6,6",3,0,0,0,0,2,2,1,34,130.08,1,s,[]
10,3,SP2,1,1,0,-0.044905110441632416,1,2,"6,6",2,0,0,0,0,3,3,1,25,125.2,1,s,[]
11,3,SP2,1,1,0,-0.018464694366846016,1,2,"6,6",2,0,0,0,0,2,4,1,23,126.8,1,s,[]
12,3,SP2,1,0,0,0.2656494901460082,0,3,"6,8,7",1,1,1,0,0,1,1,1,18,166.84,1,s,[]
15,3,SP2,1,1,0,0.056055822974483284,0,3,"7,6,6",2,0,1,0,0,3,1,1,37,133.2,1,s,[]
16,3,SP2,1,1,0,0.00417312032378319,1,2,"6,6",2,0,0,0,0,2,2,1,30,113.7,1,s,[]
17,3,SP2,1,1,0,0.1171726744145346,0,3,"6,8,6",2,1,0,0,0,1,3,1,33,157.4,1,s,[]
19,3,SP2,1,1,0,-0.02007247404243393,1,2,"6,6",2,0,0,0,0,2,4,1,24,114.7,1,s,[]
20,3,SP2,1,1,0,-0.05650373407528636,1,2,"6,6",2,0,0,0,0,3,3,1,20,129.4,1,s,[]
21,3,SP2,1,1,0,-0.03753007796552596,1,2,"6,6",2,0,0,0,0,4,2,1,29,128.65,1,s,[]
22,3,SP2,1,0,0,0.2657841863844829,0,3,"7,8,6",1,1,1,0,0,1,1,1,19,166.65,1,s,[]
24,3,SP2,1,1,0,-0.01726654543322232,1,2,"6,6",2,0,0,0,0,2,3,1,21,121.25,2,s,[]
