heavy_atom_idx,degree,hybridization,in_ring,is_aromatic,formal_charge,partial_charge,num_H_neighbors,num_heavy_neighbors,neighbor_atomic_nums,neighbor_C_count,neighbor_O_count,neighbor_N_count,neighbor_S_count,neighbor_Halogen_count,dist_to_O,dist_to_N,dist_to_aromatic,in_symmetric_env,ppm,nb_atoms,multiplicity,couplings
24,3,SP2,1,1,0,0.017938713851060606,1,2,"6,6",2,0,0,0,0,3,2,1,28,125.05,2,s,[]
25,3,SP2,1,1,0,-0.03170685104131159,1,2,"6,6",2,0,0,0,0,4,2,1,25,119.7,2,s,[]
0,4,SP3,0,0,0,-0.06538236860218972,3,1,6,1,0,0,0,0,6,-1,-1,43,14.05,1,s,[]
1,4,SP3,0,0,0,-0.05616983727762221,2,2,"6,6",2,0,0,0,0,5,-1,-1,50,22.5,1,s,[]
2,4,SP3,0,0,0,-0.05346196790221205,2,2,"6,6",2,0,0,0,0,4,-1,-1,52,31.65,1,s,[]
3,4,SP3,0,0,0,-0.05054101806024982,2,2,"6,6",2,0,0,0,0,3,-1,-1,53,25.0,1,s,[]
4,4,SP3,0,0,0,-0.023359304918269957,2,2,"6,6",2,0,0,0,0,2,-1,-1,51,36.8,1,s,[]
5,4,SP3,0,0,0,0.07205706446134755,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,48,71.25,1,s,[]
7,3,SP2,0,0,0,-0.05981478436123297,1,2,"6,6",2,0,0,0,0,2,-1,-1,41,131.4,1,s,[]
8,3,SP2,0,0,0,-0.07955094506292687,1,2,"6,6",2,0,0,0,0,3,-1,-1,42,131.9,1,s,[]
9,4,SP3,1,0,0,0.013333965007782153,1,3,"6,6,6",3,0,0,0,0,2,-1,-1,56,54.2,1,s,[]
10,4,SP3,1,0,0,0.067837548333898,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,54,71.6,1,s,[]
12,4,SP3,1,0,0,0.033131045214337435,2,2,"6,6",2,0,0,0,0,2,-1,-1,46,45.9,1,s,[]
13,3,SP2,1,0,0,0.1390704803533257,0,3,"6,8,6",2,1,0,0,0,1,-1,-1,38,215.2,1,s,[]
15,4,SP3,1,0,0,0.029924842676731962,1,3,"6,6,6",3,0,0,0,0,2,-1,-1,55,51.4,1,s,[]
16,4,SP3,0,0,0,-0.02461055079391726,2,2,"6,6",2,0,0,0,0,3,-1,-1,47,38.4,1,s,[]
17,3,SP2,0,0,0,-0.0877993951375992,1,2,"6,6",2,0,0,0,0,4,-1,-1,40,131.14999999999998,1,s,[]
18,3,SP2,0,0,0,-0.08849944255319457,1,2,"6,6",2,0,0,0,0,5,-1,-1,39,131.14999999999998,1,s,[]
19,4,SP3,0,0,0,-0.03451500416092645,2,2,"6,6",2,0,0,0,0,4,-1,-1,45,31.380000000000003,1,s,[]
20,4,SP3,0,0,0,-0.03931036172750553,2,2,"6,6",2,0,0,0,0,3,-1,-1,49,24.5,1,s,[]
21,4,SP3,0,0,0,0.045617683479489954,2,2,"6,6",2,0,0,0,0,2,-1,-1,44,33.2,1,s,[]
22,3,SP2,0,0,0,0.30285111399614306,0,3,"6,8,8",1,2,0,0,0,1,-1,-1,37,180.9,1,s,[]
0,4,SP3,0,0,0,-0.06538219541977257,3,1,6,1,0,0,0,0,10,7,10,47,14.05,1,s,[]
1,4,SP3,0,0,0,-0.05616034793411842,2,2,"6,6",2,0,0,0,0,9,6,9,53,22.5,1,s,[]
2,4,SP3,0,0,0,-0.053251165790619746,2,2,"6,6",2,0,0,0,0,8,5,8,57,31.6,1,s,[]
3,4,SP3,0,0,0,-0.04918750190563423,2,2,"6,6",2,0,0,0,0,7,4,7,54,27.6,1,s,[]
4,4,SP3,0,0,0,-0.026332610100825007,2,2,"6,6",2,0,0,0,0,6,3,6,50,26.0,1,s,[]
5,3,SP2,1,0,0,-0.028634908734723127,0,3,"6,6,6",3,0,0,0,0,5,2,5,38,138.0,1,s,[]
6,3,SP2,1,0,0,-0.07904765033659565,1,2,"6,6",2,0,0,0,0,6,3,6,37,158.4,1,s,[]
7,4,SP3,1,0,0,-0.028772564458747457,2,2,"6,6",2,0,0,0,0,6,3,6,49,26.5,1,s,[]
8,4,SP3,1,0,0,-0.00487178998177011,2,2,"6,6",2,0,0,0,0,5,2,5,48,33.876,1,s,[]
9,3,SP2,1,0,0,0.06396763709662716,0,3,"6,7,6",2,0,1,0,0,4,1,4,36,151.14999999999998,1,s,[]
12,3,SP2,0,0,0,0.2709155168390212,0,3,"7,8,6",1,1,1,0,0,1,1,1,35,165.7,1,s,[]
14,3,SP2,1,1,0,0.04249190007074023,0,3,"6,6,6",3,0,0,0,0,2,2,1,43,136.9,1,s,[]
15,3,SP2,1,1,0,-0.02925731009997532,1,2,"6,6",2,0,0,0,0,3,3,1,42,128.2,1,s,[]
16,3,SP2,1,1,0,0.08300215604459896,0,3,"6,16,6",2,0,0,1,0,2,2,1,44,136.6,1,s,[]
21,4,SP3,1,0,0,0.013805944860443287,2,2,"7,6",1,0,1,0,0,3,1,3,51,50.0,2,s,[]
22,4,SP3,1,0,0,-0.03924548744154015,2,2,"6,6",2,0,0,0,0,4,2,4,55,25.5,2,s,[]
23,4,SP3,1,0,0,-0.0507937232566425,2,2,"6,6",2,0,0,0,0,5,3,5,58,24.2,1,s,[]
24,4,SP3,1,0,0,-0.03924548744154015,2,2,"6,6",2,0,0,0,0,4,2,4,55,25.5,2,s,[]
25,4,SP3,1,0,0,0.013805944860443287,2,2,"6,7",1,0,1,0,0,3,1,3,51,50.0,2,s,[]
26,3,SP2,1,1,0,-0.04207097479862705,1,2,"6,6",2,0,0,0,0,3,3,1,41,127.79,1,s,[]
27,3,SP2,1,1,0,-0.06012373970739885,1,2,"6,6",2,0,0,0,0,4,4,1,39,130.4,1,s,[]
28,3,SP2,1,1,0,-0.04930769131358278,1,2,"6,6",2,0,0,0,0,3,3,1,40,123.15,1,s,[]
1,3,SP2,0,0,0,0.22583828345612816,0,3,"8,6,7",1,1,1,0,0,1,1,3,30,173.5,1,s,[]
2,4,SP3,1,0,0,0.04249361416762172,1,3,"6,6,6",3,0,0,0,0,2,2,2,53,43.42,1,s,[]
3,4,SP3,1,0,0,-0.03720573686322103,2,2,"6,6",2,0,0,0,0,3,3,2,49,25.35,1,s,[]
4,4,SP3,1,0,0,-0.02684162214914135,2,2,"6,6",2,0,0,0,0,4,4,1,47,28.5,1,s,[]
5,3,SP2,1,1,0,-0.044758917733368916,0,3,"6,6,6",3,0,0,0,0,5,5,1,42,135.8,1,s,[]
6,3,SP2,1,1,0,-0.05876927307358166,1,2,"6,6",2,0,0,0,0,6,6,1,39,128.9,1,s,[]
7,3,SP2,1,1,0,-0.06197439366406207,1,2,"6,6",2,0,0,0,0,7,7,1,36,126.25,1,s,[]
8,3,SP2,1,1,0,-0.06197401036318228,1,2,"6,6",2,0,0,0,0,6,6,1,37,126.1,1,s,[]
9,3,SP2,1,1,0,-0.058744718296639374,1,2,"6,6",2,0,0,0,0,5,5,1,40,129.1,1,s,[]
10,3,SP2,1,1,0,-0.04401906558335848,0,3,"6,6,6",3,0,0,0,0,4,4,1,43,134.7,1,s,[]
11,4,SP3,1,0,0,-0.015926848684285382,2,2,"6,6",2,0,0,0,0,3,3,1,48,31.4,1,s,[]
13,4,SP3,0,0,0,0.04713550428986737,2,2,"7,6",1,0,1,0,0,3,1,1,45,54.8,1,s,[]
14,3,SP2,1,1,0,-0.010221916296560888,0,3,"6,6,6",3,0,0,0,0,4,2,1,41,136.9,1,s,[]
15,3,SP2,1,1,0,0.03172980267347021,1,2,"6,7",1,0,1,0,0,5,1,1,34,149.14999999999998,1,s,[]
17,3,SP2,1,1,0,0.02675330279968954,1,2,"7,6",1,0,1,0,0,7,1,1,33,147.6,1,s,[]
18,3,SP2,1,1,0,-0.04347808083711661,1,2,"6,6",2,0,0,0,0,6,2,1,35,123.355,1,s,[]
19,3,SP2,1,1,0,-0.05418056740934108,1,2,"6,6",2,0,0,0,0,5,3,1,38,128.4,1,s,[]
20,4,SP3,0,0,0,0.02397269597953889,2,2,"7,6",1,0,1,0,0,3,1,3,51,52.7,1,s,[]
21,4,SP3,1,0,0,-0.019887082128597362,1,3,"6,6,6",3,0,0,0,0,4,2,4,54,36.61,1,s,[]
22,4,SP3,1,0,0,-0.03052129674113772,2,2,"6,6",2,0,0,0,0,5,3,5,50,31.799999999999997,1,s,[]
23,3,SP2,1,0,0,-0.08819610661253127,1,2,"6,6",2,0,0,0,0,6,4,6,32,126.7,1,s,[]
24,3,SP2,1,0,0,-0.08851609799616827,1,2,"6,6",2,0,0,0,0,7,5,7,31,127.2,1,s,[]
25,4,SP3,1,0,0,-0.034732613736116066,2,2,"6,6",2,0,0,0,0,6,4,6,46,25.3,1,s,[]
26,4,SP3,1,0,0,-0.044980866090213734,2,2,"6,6",2,0,0,0,0,5,3,5,52,32.18,1,s,[]
3,3,SP2,1,1,0,0.27591441520875876,0,3,"7,6,6",2,0,1,0,0,2,1,1,12,146.49,1,s,[]
4,3,SP2,1,1,0,0.09527973483671345,1,2,"6,6",2,0,0,0,0,3,2,1,10,121.15,1,s,[]
5,3,SP2,1,1,0,0.2942478961038835,0,3,"6,7,6",2,0,1,0,0,2,1,1,13,147.81,1,s,[]
9,3,SP2,1,1,0,0.11868737484380174,0,3,"6,17,6",2,0,0,0,1,3,2,1,11,133.95,1,s,[]
11,3,SP2,1,1,0,-0.029666374461170358,1,2,"6,6",2,0,0,0,0,4,3,1,8,127.41,1,s,[]
12,3,SP2,1,1,0,0.01789269131778345,1,2,"6,6",2,0,0,0,0,3,2,1,9,133.34,1,s,[]
1,3,SP2,1,0,0,0.20346791925336094,0,3,"8,6,6",2,1,0,0,0,1,-1,-1,13,198.8,1,s,[]
2,4,SP3,1,0,0,0.04280928448708769,2,2,"6,6",2,0,0,0,0,2,-1,-1,15,40.5,1,s,[]
3,4,SP3,1,0,0,0.09026116034850233,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,17,68.35,1,s,[]
5,4,SP3,1,0,0,0.11374027520092884,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,18,69.65,1,s,[]
7,4,SP3,1,0,0,0.1482640076785457,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,16,75.4,1,s,[]
9,3,SP2,1,0,0,0.22909316983276887,0,3,"6,8,6",2,1,0,0,0,1,-1,-1,14,184.25,1,s,[]
1,3,SP2,1,1,0,0.29818455032900204,0,3,"8,7,6",1,1,1,0,0,1,1,1,9,156.13,1,s,[]
3,3,SP2,1,1,0,0.09786951020225013,1,2,"7,7",0,0,2,0,0,3,1,1,7,145.39,1,s,[]
5,3,SP2,1,1,0,0.1619647259150208,0,3,"7,6,7",1,0,2,0,0,3,1,1,10,153.92,1,s,[]
6,3,SP2,1,1,0,0.15081607370990316,0,3,"6,7,6",2,0,1,0,0,2,1,1,11,119.95,1,s,[]
8,3,SP2,1,1,0,0.09511113889023748,1,2,"7,7",0,0,2,0,0,4,1,1,8,140.86,1,s,[]
1,4,SP3,1,0,0,0.10601733863380752,1,3,"8,6,6",2,1,0,0,0,1,-1,-1,17,70.9,1,s,[]
2,4,SP3,1,0,0,0.07851711319139425,2,2,"6,8",1,1,0,0,0,1,-1,-1,15,66.8,1,s,[]
4,4,SP3,1,0,0,0.18311500623380847,1,3,"8,8,6",1,2,0,0,0,1,-1,-1,16,96.7,1,s,[]
6,4,SP3,1,0,0,0.13302331197948492,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,18,74.1,1,s,[]
8,4,SP3,1,0,0,0.11295494661864404,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,19,76.25,1,s,[]
1,3,SP2,0,0,0,0.3031802333783364,0,3,"8,8,6",1,2,0,0,0,1,-1,3,14,175.85,1,s,[]
3,4,SP3,0,0,0,0.049499059584259895,2,2,"6,6",2,0,0,0,0,2,-1,2,21,34.655,1,s,[]
4,4,SP3,0,0,0,-0.013576869714076487,2,2,"6,6",2,0,0,0,0,3,-1,1,22,28.1,1,s,[]
5,3,SP2,1,1,0,-0.0016912396142124177,0,3,"6,6,6",3,0,0,0,0,2,-1,1,20,129.2,1,s,[]
6,3,SP2,1,1,0,0.16017913344672383,0,3,"6,8,6",2,1,0,0,0,1,-1,1,19,142.5,1,s,[]
8,3,SP2,1,1,0,0.15718232778502053,0,3,"6,8,6",2,1,0,0,0,1,-1,1,18,143.7,1,s,[]
10,3,SP2,1,1,0,-0.016319062447820304,1,2,"6,6",2,0,0,0,0,2,-1,1,16,113.9,1,s,[]
11,3,SP2,1,1,0,-0.05803929853290424,1,2,"6,6",2,0,0,0,0,3,-1,1,15,119.3,1,s,[]
12,3,SP2,1,1,0,-0.05506335703893176,1,2,"6,6",2,0,0,0,0,3,-1,1,17,121.2,1,s,[]
2,3,SP2,0,0,0,0.4291078771899549,1,2,"7,6",1,0,1,0,0,2,1,-1,15,111.6,1,s,[]
3,3,SP2,0,0,0,0.36834457310962176,0,3,"6,8,8",1,2,0,0,0,1,2,-1,16,160.8,1,s,[]
6,4,SP3,0,0,0,0.11762834166420794,2,2,"8,6",1,1,0,0,0,1,2,-1,18,59.58,1,s,[]
7,4,SP3,0,0,0,0.13768659380622336,1,3,"6,7,6",2,0,1,0,0,2,1,-1,19,54.6,1,s,[]
9,3,SP2,0,0,0,0.3235379391531337,0,3,"6,8,8",1,2,0,0,0,1,2,-1,14,174.8,1,s,[]
0,4,SP3,0,0,0,-0.00614633107871892,3,1,6,1,0,0,0,0,2,5,1,40,13.6,1,s,[]
1,3,SP2,1,1,0,0.10141769315486697,0,3,"6,6,8",2,1,0,0,0,1,4,1,29,153.2,1,s,[]
2,3,SP2,1,1,0,-0.0077620548541449804,1,2,"6,6",2,0,0,0,0,2,3,1,32,106.95,1,s,[]
3,3,SP2,1,1,0,0.0801912651501072,0,3,"6,6,6",3,0,0,0,0,2,2,1,35,124.80000000000001,1,s,[]
4,3,SP2,1,1,0,0.2510649708736968,0,3,"6,7,8",1,1,1,0,0,1,1,1,27,157.5,1,s,[]
7,3,SP2,1,1,0,0.2711230341781191,0,3,"7,6,8",1,1,1,0,0,1,1,1,28,164.85,1,s,[]
8,4,SP3,0,0,0,0.15633633872079677,2,2,"6,7",1,0,1,0,0,2,1,1,44,39.0,1,s,[]
10,4,SP3,1,0,0,0.11558886007880391,2,2,"7,6",1,0,1,0,0,4,1,3,45,55.150000000000006,2,s,[]
11,4,SP3,1,0,0,0.13448128967080542,2,2,"6,7",1,0,1,0,0,5,1,2,42,50.0,2,s,[]
13,3,SP2,1,1,0,0.27419363229929555,0,3,"7,6,7",1,0,2,0,0,7,1,1,37,137.77,1,s,[]
14,3,SP2,1,1,0,0.02741220927651905,1,2,"6,6",2,0,0,0,0,8,2,1,34,126.66499999999999,1,s,[]
15,3,SP2,1,1,0,-0.050550914707969935,1,2,"6,6",2,0,0,0,0,9,3,1,31,128.6,1,s,[]
16,3,SP2,1,1,0,-0.022686369365942944,1,2,"6,6",2,0,0,0,0,10,2,1,33,128.3,1,s,[]
17,3,SP2,1,1,0,0.08797624980347592,1,2,"6,7",1,0,1,0,0,9,1,1,36,140.4,1,s,[]
19,4,SP3,1,0,0,0.13448128967080542,2,2,"7,6",1,0,1,0,0,5,1,2,42,50.0,2,s,[]
20,4,SP3,1,0,0,0.11558886007880391,2,2,"6,7",1,0,1,0,0,4,1,3,45,55.150000000000006,2,s,[]
22,3,SP2,1,1,0,0.11330175493391988,0,3,"6,6,8",2,1,0,0,0,1,3,1,30,156.7,1,s,[]
23,4,SP3,0,0,0,-0.005336251385780434,3,1,6,1,0,0,0,0,2,4,1,41,12.0,1,s,[]
0,4,SP3,0,0,0,-0.06538238322279266,3,1,6,1,0,0,0,0,14,12,-1,45,14.05,1,s,[]
1,4,SP3,0,0,0,-0.056171667063192945,2,2,"6,6",2,0,0,0,0,13,11,-1,49,22.65,1,s,[]
2,4,SP3,0,0,0,-0.053568642724643206,2,2,"6,6",2,0,0,0,0,12,10,-1,50,31.91,1,s,[]
3,4,SP3,0,0,0,-0.05331603226985486,2,2,"6,6",2,0,0,0,0,11,9,-1,51,29.4,1,s,[]
4,4,SP3,0,0,0,-0.05330614506292663,2,2,"6,6",2,0,0,0,0,10,8,-1,52,29.64,1,s,[]
5,4,SP3,0,0,0,-0.053305974047874016,2,2,"6,6",2,0,0,0,0,9,7,-1,53,29.66,1,s,[]
6,4,SP3,0,0,0,-0.05330594204121095,2,2,"6,6",2,0,0,0,0,8,6,-1,54,29.66,1,s,[]
7,4,SP3,0,0,0,-0.05330216603813894,2,2,"6,6",2,0,0,0,0,7,5,-1,55,29.66,1,s,[]
8,4,SP3,0,0,0,-0.05308893073004973,2,2,"6,6",2,0,0,0,0,6,4,-1,56,29.27,1,s,[]
9,4,SP3,0,0,0,-0.04795291610240533,2,2,"6,6",2,0,0,0,0,5,3,-1,57,22.835,1,s,[]
10,4,SP3,0,0,0,-0.0033921086816067533,2,2,"6,6",2,0,0,0,0,4,2,-1,59,26.305,1,s,[]
11,4,SP3,0,0,0,0.08001504605807754,2,2,"6,7",1,0,1,0,0,3,1,-1,64,63.63,1,s,[]
13,4,SP3,0,0,0,0.06969469057914592,3,1,7,0,0,1,0,0,3,1,-1,61,50.83,2,s,[]
14,4,SP3,0,0,0,0.06969469057914592,3,1,7,0,0,1,0,0,3,1,-1,61,50.83,2,s,[]
15,4,SP3,0,0,0,0.1822350665187296,2,2,"7,8",0,1,1,0,0,1,1,-1,63,39.0,1,s,[]
17,4,SP3,0,0,0,0.05519248245529858,2,2,"8,6",1,1,0,0,0,1,3,-1,48,69.23,1,s,[]
18,4,SP3,0,0,0,-0.020700835417773164,1,3,"6,6,6",3,0,0,0,0,2,4,-1,60,34.69,1,s,[]
19,4,SP3,0,0,0,-0.06031375079001356,3,1,6,1,0,0,0,0,3,5,-1,47,16.494999999999997,1,s,[]
20,4,SP3,0,0,0,-0.05137478897529423,2,2,"6,6",2,0,0,0,0,3,5,-1,58,26.2,1,s,[]
21,4,SP3,0,0,0,-0.06504363755183291,3,1,6,1,0,0,0,0,4,6,-1,46,11.3,1,s,[]
0,4,SP3,0,0,0,0.03592063905613407,3,1,8,0,1,0,0,0,1,9,3,38,58.31,1,s,[]
2,4,SP3,0,0,0,0.0759350372984667,2,2,"8,6",1,1,0,0,0,1,7,1,40,60.59,1,s,[]
3,3,SP2,1,1,0,0.03896333613597425,0,3,"6,6,6",3,0,0,0,0,2,6,1,34,112.6,1,s,[]
4,3,SP2,1,1,0,0.21793527517239275,0,3,"6,6,8",2,1,0,0,0,1,5,1,29,141.7,1,s,[]
5,3,SP2,0,0,0,0.37467092192742785,0,3,"6,8,8",1,2,0,0,0,1,4,1,27,159.60000000000002,1,s,[]
8,4,SP3,0,0,0,0.17005217663728744,2,2,"8,6",1,1,0,0,0,1,2,3,39,65.2,1,s,[]
9,3,SP2,0,0,0,0.257665743420551,0,3,"6,8,7",1,1,1,0,0,1,1,4,28,169.1,1,s,[]
12,4,SP3,0,0,0,0.04382678547385768,2,2,"7,6",1,0,1,0,0,2,1,6,43,41.5,1,s,[]
13,4,SP3,1,0,0,0.074876607548399,1,3,"6,6,8",2,1,0,0,0,1,2,7,45,77.55000000000001,1,s,[]
14,4,SP3,1,0,0,-0.022800255219491736,2,2,"6,6",2,0,0,0,0,2,3,8,44,29.34,1,s,[]
15,4,SP3,1,0,0,-0.027052467681575557,2,2,"6,6",2,0,0,0,0,2,4,9,42,25.7,1,s,[]
16,4,SP3,1,0,0,0.047120875711731264,2,2,"6,8",1,1,0,0,0,1,4,9,41,68.2,1,s,[]
19,3,SP2,1,1,0,0.13507465215829592,0,3,"8,6,6",2,1,0,0,0,1,7,1,35,154.4,1,s,[]
20,3,SP2,1,1,0,-0.018657663095275414,1,2,"6,6",2,0,0,0,0,2,8,1,32,112.3,1,s,[]
21,3,SP2,1,1,0,-0.05851758656403925,1,2,"6,6",2,0,0,0,0,3,9,1,30,126.8,1,s,[]
22,3,SP2,1,1,0,-0.06138700026221754,1,2,"6,6",2,0,0,0,0,4,9,1,31,123.6,1,s,[]
23,3,SP2,1,1,0,-0.050726498059098235,1,2,"6,6",2,0,0,0,0,3,8,1,33,121.6,1,s,[]
24,3,SP2,1,1,0,0.026715273731706637,0,3,"6,6,6",3,0,0,0,0,2,7,1,36,128.0,1,s,[]
1,3,SP2,0,0,0,0.21103078094496186,1,2,"8,7",0,1,1,0,0,1,1,2,10,160.44,1,s,[]
3,3,SP2,1,1,0,0.05101322336839226,0,3,"7,6,6",2,0,1,0,0,3,1,1,16,138.9,1,s,[]
4,3,SP2,1,1,0,-0.0378050205177274,1,2,"6,6",2,0,0,0,0,4,2,1,14,120.0,1,s,[]
5,3,SP2,1,1,0,-0.06015391715804154,1,2,"6,6",2,0,0,0,0,5,3,1,12,129.2,1,s,[]
6,3,SP2,1,1,0,-0.06140307233394911,1,2,"6,6",2,0,0,0,0,4,4,1,11,122.2,1,s,[]
7,3,SP2,1,1,0,-0.04960160850152134,1,2,"6,6",2,0,0,0,0,3,3,1,13,136.2,1,s,[]
8,3,SP2,1,1,0,0.03784519240486618,0,3,"6,6,6",3,0,0,0,0,2,2,1,15,121.5,1,s,[]
9,3,SP2,0,0,0,0.15164088191948552,1,2,"6,8",1,1,0,0,0,1,3,1,9,196.3,1,s,[]
0,4,SP3,0,0,0,0.07752386731103354,3,1,8,0,1,0,0,0,1,5,2,44,55.3,1,s,[]
2,3,SP2,1,1,0,0.12334308586653407,0,3,"8,6,6",2,1,0,0,0,1,3,1,39,158.3,1,s,[]
3,3,SP2,1,1,0,-0.019623574652865967,1,2,"6,6",2,0,0,0,0,2,4,1,37,110.7,1,s,[]
4,3,SP2,1,1,0,-0.05856270172802748,1,2,"6,6",2,0,0,0,0,3,5,1,35,127.595,1,s,[]
5,3,SP2,1,1,0,-0.06165681756225175,1,2,"6,6",2,0,0,0,0,4,4,1,36,120.9,1,s,[]
6,3,SP2,1,1,0,-0.05353974410213725,1,2,"6,6",2,0,0,0,0,3,3,1,38,128.8,1,s,[]
7,3,SP2,1,1,0,0.013465878595756256,0,3,"6,6,6",3,0,0,0,0,2,2,1,40,131.2,1,s,[]
8,4,SP3,0,0,0,0.04897895512563227,2,2,"6,7",1,0,1,0,0,3,1,1,47,56.7,1,s,[]
10,4,SP3,0,0,0,0.009563104479618053,3,1,7,0,0,1,0,0,3,1,3,45,35.55,1,s,[]
11,3,SP2,0,0,0,0.23629454309012102,0,3,"7,8,6",1,1,1,0,0,1,1,3,29,169.5,1,s,[]
13,4,SP3,0,0,0,0.07807761228633354,2,2,"6,7",1,0,1,0,0,2,1,4,46,47.349999999999994,1,s,[]
15,4,SP3,1,0,0,0.01645231793268826,2,2,"7,6",1,0,1,0,0,4,1,3,50,53.05,2,s,[]
16,4,SP3,1,0,0,0.03203031454138138,2,2,"6,7",1,0,1,0,0,5,1,2,48,49.1,2,s,[]
18,3,SP2,1,1,0,0.1280466867051118,0,3,"7,6,7",1,0,2,0,0,7,1,1,31,157.45,1,s,[]
19,3,SP2,1,1,0,-0.01940584418918857,1,2,"6,6",2,0,0,0,0,8,2,1,33,126.66499999999999,1,s,[]
20,3,SP2,1,1,0,-0.057064732214030606,1,2,"6,6",2,0,0,0,0,9,3,1,34,128.6,1,s,[]
21,3,SP2,1,1,0,-0.04364923697881625,1,2,"6,6",2,0,0,0,0,10,2,1,32,122.47999999999999,1,s,[]
22,3,SP2,1,1,0,0.029216853435435206,1,2,"6,7",1,0,1,0,0,9,1,1,30,149.2,1,s,[]
24,4,SP3,1,0,0,0.03203031454138138,2,2,"7,6",1,0,1,0,0,5,1,2,48,49.1,2,s,[]
25,4,SP3,1,0,0,0.01645231793268826,2,2,"6,7",1,0,1,0,0,4,1,3,50,53.05,2,s,[]
1,3,SP2,0,0,0,0.37175698605831015,0,3,"8,8,6",1,2,0,0,0,1,-1,-1,16,161.725,1,s,[]
3,3,SP2,0,0,0,0.24203919906546842,0,3,"6,8,6",2,1,0,0,0,1,-1,-1,17,195.69,1,s,[]
5,4,SP3,0,0,0,0.0465471627396965,2,2,"6,6",2,0,0,0,0,2,-1,-1,19,42.0,1,s,[]
6,4,SP3,0,0,0,0.0896364227879679,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,21,72.6,1,s,[]
8,4,SP3,0,0,0,0.1033153894385781,1,3,"6,8,6",2,1,0,0,0,1,-1,-1,20,75.7,1,s,[]
10,4,SP3,0,0,0,0.07163416779223072,2,2,"6,8",1,1,0,0,0,1,-1,-1,18,66.6,1,s,[]
0,4,SP3,0,0,0,-0.023682594538478718,3,1,6,1,0,0,0,0,4,2,1,49,14.1,1,s,[]
1,3,SP2,1,1,0,0.023711457133326466,0,3,"6,6,7",2,0,1,0,0,3,1,1,45,144.1,1,s,[]
2,3,SP2,1,1,0,0.04980014759802295,0,3,"6,6,6",3,0,0,0,0,2,2,1,43,108.9,1,s,[]
3,3,SP2,0,0,0,0.20503256833539368,0,3,"6,8,6",2,1,0,0,0,1,3,1,27,189.2,1,s,[]
5,4,SP3,0,0,0,0.16166024753627795,1,3,"6,6,8",2,1,0,0,0,1,4,2,52,74.475,1,s,[]
6,4,SP3,0,0,0,-0.01994745546820119,3,1,6,1,0,0,0,0,2,5,3,51,17.93,1,s,[]
8,3,SP2,0,0,0,0.31047378404220993,0,3,"8,8,6",1,2,0,0,0,1,6,2,26,171.58499999999998,1,s,[]
10,4,SP3,0,0,0,0.07067070178864787,2,2,"6,6",2,0,0,0,0,2,7,1,50,40.59,1,s,[]
11,3,SP2,1,1,0,-0.03688330047381914,0,3,"6,6,6",3,0,0,0,0,3,8,1,41,130.7,1,s,[]
12,3,SP2,1,1,0,-0.057840927643435555,1,2,"6,6",2,0,0,0,0,4,9,1,35,129.4,2,s,[]
13,3,SP2,1,1,0,-0.054093138706769996,1,2,"6,6",2,0,0,0,0,5,10,1,33,127.2,2,s,[]
14,3,SP2,1,1,0,-0.01838395518408198,0,3,"6,6,6",3,0,0,0,0,6,11,1,40,140.43,1,s,[]
15,3,SP2,1,1,0,-0.018403921594407385,0,3,"6,6,6",3,0,0,0,0,7,12,1,39,140.2,1,s,[]
16,3,SP2,1,1,0,-0.0543832301793927,1,2,"6,6",2,0,0,0,0,8,13,1,31,127.07499999999999,2,s,[]
17,3,SP2,1,1,0,-0.06165094948674658,1,2,"6,6",2,0,0,0,0,9,14,1,29,128.9,2,s,[]
18,3,SP2,1,1,0,-0.062225394893631054,1,2,"6,6",2,0,0,0,0,10,15,1,28,128.2,1,s,[]
19,3,SP2,1,1,0,-0.06165094948674658,1,2,"6,6",2,0,0,0,0,9,14,1,29,128.9,2,s,[]
20,3,SP2,1,1,0,-0.0543832301793927,1,2,"6,6",2,0,0,0,0,8,13,1,31,127.07499999999999,2,s,[]
21,3,SP2,1,1,0,-0.054093138706769996,1,2,"6,6",2,0,0,0,0,5,10,1,33,127.2,2,s,[]
22,3,SP2,1,1,0,-0.057840927643435555,1,2,"6,6",2,0,0,0,0,4,9,1,35,129.4,2,s,[]
23,3,SP2,1,1,0,0.010632473059275276,0,3,"6,6,6",3,0,0,0,0,3,2,1,46,126.95,1,s,[]
24,3,SP2,1,1,0,-0.05209286812665654,1,2,"6,6",2,0,0,0,0,4,3,1,42,121.6,1,s,[]
25,3,SP2,1,1,0,-0.06149535006117792,1,2,"6,6",2,0,0,0,0,5,4,1,37,120.2,1,s,[]
26,3,SP2,1,1,0,-0.060158364771576836,1,2,"6,6",2,0,0,0,0,6,3,1,38,121.7,1,s,[]
27,3,SP2,1,1,0,-0.03798099676661761,1,2,"6,6",2,0,0,0,0,5,2,1,44,111.6,1,s,[]
28,3,SP2,1,1,0,0.046308788961793405,0,3,"6,7,6",2,0,1,0,0,4,1,1,47,135.5,1,s,[]
